[INFO ] [2022-10-15 16:45:53,121] Pre-Condition - Open browser and navigate to app Url
[INFO ] [2022-10-15 16:53:36,420] Login - Step 02: Open Login Page 
[INFO ] [2022-10-15 16:53:36,519]  -------------------------- PASSED -------------------------- 
[INFO ] [2022-10-15 16:53:36,521] Login - Step 03: Input UserID/ Password texbox
[INFO ] [2022-10-15 16:53:36,967] Login - Step 04: Click to Login button
[INFO ] [2022-10-15 16:53:38,255] Login - Step 05: Verify home page
[INFO ] [2022-10-15 16:53:38,377]  -------------------------- PASSED -------------------------- 
[INFO ] [2022-10-15 16:53:38,378] Post-Condition - Close browser
[INFO ] [2022-10-15 16:54:37,006] Pre-Condition - Open browser and navigate to app Url
[INFO ] [2022-10-15 16:54:43,304] Register - Step 01: Get Login Page Url
[INFO ] [2022-10-15 16:54:43,310] Register - Step 02: Click to 'here' link
[INFO ] [2022-10-15 16:54:43,453] Register - Step 03: Input to Email texbox
[INFO ] [2022-10-15 16:54:46,235] Register - Step 04: Click to Submit button
[INFO ] [2022-10-15 16:54:47,608] Register - Step 05: Get UserID/ Password infomation
[INFO ] [2022-10-15 16:54:47,785] Login - Step 01: Get Login Page Url 
[INFO ] [2022-10-15 16:54:49,095] Login - Step 02: Open Login Page 
[INFO ] [2022-10-15 16:54:49,171]  -------------------------- PASSED -------------------------- 
[INFO ] [2022-10-15 16:54:49,174] Login - Step 03: Input UserID/ Password texbox
[INFO ] [2022-10-15 16:54:49,494] Login - Step 04: Click to Login button
[INFO ] [2022-10-15 16:54:50,902] Login - Step 05: Verify home page
[INFO ] [2022-10-15 16:54:51,029]  -------------------------- PASSED -------------------------- 
[INFO ] [2022-10-15 16:54:51,030] Post-Condition - Close browser
[INFO ] [2022-10-15 16:55:43,017] Pre-Condition - Open browser and navigate to app Url
[INFO ] [2022-10-15 16:55:49,071] Register - Step 01: Get Login Page Url
[INFO ] [2022-10-15 16:55:49,077] Register - Step 02: Click to 'here' link
[INFO ] [2022-10-15 16:55:49,230] Register - Step 03: Input to Email texbox
[INFO ] [2022-10-15 16:55:52,573] Register - Step 04: Click to Submit button
[INFO ] [2022-10-15 16:55:54,015] Register - Step 05: Get UserID/ Password infomation
[INFO ] [2022-10-15 16:55:54,180] Login - Step 01: Get Login Page Url 
[INFO ] [2022-10-15 16:55:55,446] Login - Step 02: Open Login Page 
[INFO ] [2022-10-15 16:55:55,510]  -------------------------- PASSED -------------------------- 
[INFO ] [2022-10-15 16:55:55,511] Login - Step 03: Input UserID/ Password texbox
[INFO ] [2022-10-15 16:55:55,945] Login - Step 04: Click to Login button
[INFO ] [2022-10-15 16:55:57,297] Login - Step 05: Verify home page
[INFO ] [2022-10-15 16:55:57,395]  -------------------------- PASSED -------------------------- 
[INFO ] [2022-10-15 16:55:57,397] Post-Condition - Close browser
[INFO ] [2022-10-15 16:57:01,355] Pre-Condition - Open browser and navigate to app Url
[INFO ] [2022-10-15 16:57:07,301] Register - Step 01: Get Login Page Url
[INFO ] [2022-10-15 16:57:07,307] Register - Step 02: Click to 'here' link
[INFO ] [2022-10-15 16:57:07,450] Register - Step 03: Input to Email texbox
[INFO ] [2022-10-15 16:57:10,640] Register - Step 04: Click to Submit button
[INFO ] [2022-10-15 16:57:12,248] Register - Step 05: Get UserID/ Password infomation
[INFO ] [2022-10-15 16:57:12,424] Login - Step 01: Get Login Page Url 
[INFO ] [2022-10-15 16:57:13,692] Login - Step 02: Open Login Page 
[INFO ] [2022-10-15 16:57:13,739]  -------------------------- PASSED -------------------------- 
[INFO ] [2022-10-15 16:57:13,741] Login - Step 03: Input UserID/ Password texbox
[INFO ] [2022-10-15 16:57:14,140] Login - Step 04: Click to Login button
[INFO ] [2022-10-15 16:57:15,523] Login - Step 05: Verify home page
[INFO ] [2022-10-15 16:57:15,641]  -------------------------- PASSED -------------------------- 
[INFO ] [2022-10-15 16:57:15,642] Post-Condition - Close browser
[INFO ] [2022-10-15 16:57:52,303] Pre-Condition - Open browser and navigate to app Url
[INFO ] [2022-10-15 16:57:58,357] Register - Step 01: Get Login Page Url
[INFO ] [2022-10-15 16:57:58,364] Register - Step 02: Click to 'here' link
[INFO ] [2022-10-15 16:57:58,538] Register - Step 03: Input to Email texbox
[INFO ] [2022-10-15 16:58:01,490] Register - Step 04: Click to Submit button
[INFO ] [2022-10-15 16:58:03,538] Register - Step 05: Get UserID/ Password infomation
[INFO ] [2022-10-15 16:58:03,713] Login - Step 01: Get Login Page Url 
[INFO ] [2022-10-15 16:58:04,955] Login - Step 02: Open Login Page 
[INFO ] [2022-10-15 16:58:05,021]  -------------------------- PASSED -------------------------- 
[INFO ] [2022-10-15 16:58:05,023] Login - Step 03: Input UserID/ Password texbox
[INFO ] [2022-10-15 16:58:05,396] Login - Step 04: Click to Login button
[INFO ] [2022-10-15 16:58:06,733] Login - Step 05: Verify home page
[INFO ] [2022-10-15 16:58:06,817]  -------------------------- PASSED -------------------------- 
[INFO ] [2022-10-15 16:58:06,818] Post-Condition - Close browser
[INFO ] [2022-10-16 01:41:20,809] Pre-Condition - Open browser and navigate to app Url
[INFO ] [2022-10-16 01:41:27,387] Register - Step 01: Get Login Page Url
[INFO ] [2022-10-16 01:41:27,392] Register - Step 02: Click to 'here' link
[INFO ] [2022-10-16 01:41:27,568] Register - Step 03: Input to Email texbox
[INFO ] [2022-10-16 01:41:30,814] Register - Step 04: Click to Submit button
[INFO ] [2022-10-16 01:41:32,148] Register - Step 05: Get UserID/ Password infomation
[INFO ] [2022-10-16 01:41:32,403] Login - Step 01: Get Login Page Url 
[INFO ] [2022-10-16 01:41:33,521] Login - Step 02: Open Login Page 
[INFO ] [2022-10-16 01:41:33,605]  -------------------------- PASSED -------------------------- 
[INFO ] [2022-10-16 01:41:33,607] Login - Step 03: Input UserID/ Password texbox
[INFO ] [2022-10-16 01:41:33,952] Login - Step 04: Click to Login button
[INFO ] [2022-10-16 01:41:35,209] Login - Step 05: Verify home page
[INFO ] [2022-10-16 01:41:35,324]  -------------------------- FAILED -------------------------- 
[INFO ] [2022-10-16 01:41:35,329] Post-Condition - Close browser
[INFO ] [2022-10-16 02:12:52,492] Pre-Condition - Open browser and navigate to app Url
[INFO ] [2022-10-16 02:12:58,755] Register - Step 01: Get Login Page Url
[INFO ] [2022-10-16 02:12:58,761] Register - Step 02: Click to 'here' link
[INFO ] [2022-10-16 02:12:58,960] Register - Step 03: Input to Email texbox
[INFO ] [2022-10-16 02:13:01,288] Register - Step 04: Click to Submit button
[INFO ] [2022-10-16 02:13:02,636] Register - Step 05: Get UserID/ Password infomation
[INFO ] [2022-10-16 02:13:02,898] Login - Step 01: Get Login Page Url 
[INFO ] [2022-10-16 02:13:04,012] Login - Step 02: Open Login Page 
[INFO ] [2022-10-16 02:13:04,057]  -------------------------- PASSED -------------------------- 
[INFO ] [2022-10-16 02:13:04,059] Login - Step 03: Input UserID/ Password texbox
[INFO ] [2022-10-16 02:13:04,424] Login - Step 04: Click to Login button
[INFO ] [2022-10-16 02:13:05,905] Login - Step 05: Verify home page
[INFO ] [2022-10-16 02:13:06,070]  -------------------------- FAILED -------------------------- 
[INFO ] [2022-10-16 02:13:06,071] Login - Step 06: Verify Login form undisplay 
[INFO ] [2022-10-16 02:13:16,134]  -------------------------- PASSED -------------------------- 
[INFO ] [2022-10-16 02:13:16,139] Post-Condition - Close browser
[INFO ] [2022-10-16 02:14:36,717] Pre-Condition - Open browser and navigate to app Url
[INFO ] [2022-10-16 02:14:42,968] Register - Step 01: Get Login Page Url
[INFO ] [2022-10-16 02:14:42,974] Register - Step 02: Click to 'here' link
[INFO ] [2022-10-16 02:14:43,211] Register - Step 03: Input to Email texbox
[INFO ] [2022-10-16 02:14:48,373] Register - Step 04: Click to Submit button
[INFO ] [2022-10-16 02:14:50,274] Register - Step 05: Get UserID/ Password infomation
[INFO ] [2022-10-16 02:14:50,522] Login - Step 01: Get Login Page Url 
[INFO ] [2022-10-16 02:14:51,630] Login - Step 02: Open Login Page 
[INFO ] [2022-10-16 02:14:51,719]  -------------------------- PASSED -------------------------- 
[INFO ] [2022-10-16 02:14:51,721] Login - Step 03: Input UserID/ Password texbox
[INFO ] [2022-10-16 02:14:52,121] Login - Step 04: Click to Login button
[INFO ] [2022-10-16 02:14:53,398] Login - Step 05: Verify home page
[INFO ] [2022-10-16 02:14:53,521]  -------------------------- FAILED -------------------------- 
[INFO ] [2022-10-16 02:14:53,521] Login - Step 06: Verify Login form undisplay 
[INFO ] [2022-10-16 02:15:03,627]  -------------------------- FAILED -------------------------- 
[INFO ] [2022-10-16 02:15:03,634] Post-Condition - Close browser
[INFO ] [2022-10-16 15:29:37,826]  -------------------------- PASSED -------------------------- 
[INFO ] [2022-10-16 15:29:39,723]  -------------------------- FAILED -------------------------- 
[INFO ] [2022-10-16 15:29:49,801]  -------------------------- PASSED -------------------------- 
[INFO ] [2022-10-16 15:39:33,128]  -------------------------- PASSED -------------------------- 
[INFO ] [2022-10-16 15:39:34,967]  -------------------------- FAILED -------------------------- 
[INFO ] [2022-10-16 15:39:45,039]  -------------------------- PASSED -------------------------- 
[INFO ] [2022-10-17 14:01:48,100] Post-Condition - Close browser
[INFO ] [2022-10-17 14:01:48,104] OS name = windows 10
[INFO ] [2022-10-17 14:01:48,105] null
[INFO ] [2022-10-17 14:02:25,173] Post-Condition - Close browser
[INFO ] [2022-10-17 14:02:25,176] OS name = windows 10
[INFO ] [2022-10-17 14:02:25,176] null
[INFO ] [2022-10-17 14:02:43,511] Post-Condition - Close browser
[INFO ] [2022-10-17 14:02:43,515] OS name = windows 10
[INFO ] [2022-10-17 14:02:43,515] null
[INFO ] [2022-10-17 14:13:46,249] OS name = windows 10
[INFO ] [2022-10-17 14:13:46,251] Driver instance name = chromedriver: chrome on windows (720ef64fff16f16b7f6ac1248d3ecfc8)
[INFO ] [2022-10-17 14:14:26,948] Post-Condition - Close browser
[INFO ] [2022-10-17 14:14:26,951] OS name = windows 10
[INFO ] [2022-10-17 14:14:26,951] null
[INFO ] [2022-10-17 14:18:42,216] Post-Condition - Close browser
[INFO ] [2022-10-17 14:18:42,219] OS name = windows 10
[INFO ] [2022-10-17 14:18:42,219] null
[INFO ] [2022-10-17 14:21:14,767] Pre-Condition - Open browser and navigate to app Url
[INFO ] [2022-10-17 14:21:21,744] Pre-Condition - Step 01: Get Login Page Url
[INFO ] [2022-10-17 14:21:21,749] Pre-Condition - Step 02: Click to 'here' link
[INFO ] [2022-10-17 14:21:24,955] Register - Step 01: Input to Email texbox
[INFO ] [2022-10-17 14:21:25,162] Register - Step 02: Click to Submit button
[INFO ] [2022-10-17 14:21:55,315] Login - Step 01: Get Login Page Url 
[INFO ] [2022-10-17 14:21:56,612] Login - Step 02: Open Login Page 
[INFO ] [2022-10-17 14:21:56,654]  -------------------------- PASSED -------------------------- 
[INFO ] [2022-10-17 14:21:56,654] Login - Step 03: Input UserID/ Password texbox
[INFO ] [2022-10-17 14:21:56,748] New Customer - Step 01: Open New Customer Page
[INFO ] [2022-10-17 14:21:56,754] Post-Condition - Close browser
[INFO ] [2022-10-17 14:21:56,754] OS name = windows 10
[INFO ] [2022-10-17 14:21:56,755] Driver instance name = chromedriver: chrome on windows (e963552f57726c8b3d3cb011cc3b704e)
[INFO ] [2022-10-17 14:25:05,579] Pre-Condition - Open browser and navigate to app Url
[INFO ] [2022-10-17 14:25:12,437] Pre-Condition - Step 01: Get Login Page Url
[INFO ] [2022-10-17 14:25:12,442] Pre-Condition - Step 02: Click to 'here' link
[INFO ] [2022-10-17 14:25:16,087] Register - Step 01: Input to Email texbox
[INFO ] [2022-10-17 14:25:16,293] Register - Step 02: Click to Submit button
[INFO ] [2022-10-17 14:25:18,643] Register - Step 03: Get UserID/ Password infomation
[INFO ] [2022-10-17 14:25:18,840] Login - Step 01: Get Login Page Url 
[INFO ] [2022-10-17 14:25:20,153] Login - Step 02: Open Login Page 
[INFO ] [2022-10-17 14:25:20,207]  -------------------------- PASSED -------------------------- 
[INFO ] [2022-10-17 14:25:20,207] Login - Step 03: Input UserID/ Password texbox
[INFO ] [2022-10-17 14:25:20,506] Login - Step 04: Click to Login button
[INFO ] [2022-10-17 14:25:21,544] Login - Step 05: Verify home page
[INFO ] [2022-10-17 14:25:21,620]  -------------------------- PASSED -------------------------- 
[INFO ] [2022-10-17 14:25:21,626] New Customer - Step 01: Open New Customer Page
[INFO ] [2022-10-17 14:25:22,498] New Customer - Step 02: Verify New Customer Page Display
[INFO ] [2022-10-17 14:25:22,586] New Customer - Step 03: Input to Customer Name text box
[INFO ] [2022-10-17 14:25:22,751] New Customer - Step 04: Input to Gender with male values
[INFO ] [2022-10-17 14:25:22,865] New Customer - Step 05: Input to Date of Birth text box
[INFO ] [2022-10-17 14:25:23,021] New Customer - Step 06: Input to Address area
[INFO ] [2022-10-17 14:25:56,964] Pre-Condition - Open browser and navigate to app Url
[INFO ] [2022-10-17 14:26:01,528] Pre-Condition - Step 01: Get Login Page Url
[INFO ] [2022-10-17 14:26:01,534] Pre-Condition - Step 02: Click to 'here' link
[INFO ] [2022-10-17 14:26:03,961] Register - Step 01: Input to Email texbox
[INFO ] [2022-10-17 14:26:04,175] Register - Step 02: Click to Submit button
[INFO ] [2022-10-17 14:26:05,008] Register - Step 03: Get UserID/ Password infomation
[INFO ] [2022-10-17 14:26:05,210] Login - Step 01: Get Login Page Url 
[INFO ] [2022-10-17 14:26:06,052] Login - Step 02: Open Login Page 
[INFO ] [2022-10-17 14:26:06,130]  -------------------------- PASSED -------------------------- 
[INFO ] [2022-10-17 14:26:06,130] Login - Step 03: Input UserID/ Password texbox
[INFO ] [2022-10-17 14:26:06,583] Login - Step 04: Click to Login button
[INFO ] [2022-10-17 14:26:07,840] Login - Step 05: Verify home page
[INFO ] [2022-10-17 14:26:07,913]  -------------------------- PASSED -------------------------- 
[INFO ] [2022-10-17 14:26:07,918] New Customer - Step 01: Open New Customer Page
[INFO ] [2022-10-17 14:26:08,371] New Customer - Step 02: Verify New Customer Page Display
[INFO ] [2022-10-17 14:26:08,491] New Customer - Step 03: Input to Customer Name text box
[INFO ] [2022-10-17 14:26:08,652] New Customer - Step 04: Input to Gender with male values
[INFO ] [2022-10-17 14:26:08,767] New Customer - Step 05: Input to Date of Birth text box
[INFO ] [2022-10-17 14:26:08,939] New Customer - Step 06: Input to Address area
[INFO ] [2022-10-17 14:26:39,024] Post-Condition - Close browser
[INFO ] [2022-10-17 14:26:39,024] OS name = windows 10
[INFO ] [2022-10-17 14:26:39,025] Driver instance name = chromedriver: chrome on windows (56b002f6cd56993b1fbbafa5b1ce3029)
[INFO ] [2022-10-17 14:28:17,712] Pre-Condition - Open browser and navigate to app Url
[INFO ] [2022-10-17 14:28:23,936] Pre-Condition - Step 01: Get Login Page Url
[INFO ] [2022-10-17 14:28:23,941] Pre-Condition - Step 02: Click to 'here' link
[INFO ] [2022-10-17 14:28:25,800] Register - Step 01: Input to Email texbox
[INFO ] [2022-10-17 14:29:57,205] Pre-Condition - Open browser and navigate to app Url
[INFO ] [2022-10-17 14:30:01,552] Pre-Condition - Step 01: Get Login Page Url
[INFO ] [2022-10-17 14:30:01,558] Pre-Condition - Step 02: Click to 'here' link
[INFO ] [2022-10-17 14:30:04,044] Register - Step 01: Input to Email texbox
[INFO ] [2022-10-17 14:30:04,239] Register - Step 02: Click to Submit button
[INFO ] [2022-10-17 14:30:05,199] Register - Step 03: Get UserID/ Password infomation
[INFO ] [2022-10-17 14:30:05,402] Login - Step 01: Get Login Page Url 
[INFO ] [2022-10-17 14:30:06,579] Login - Step 02: Open Login Page 
[INFO ] [2022-10-17 14:30:06,631]  -------------------------- PASSED -------------------------- 
[INFO ] [2022-10-17 14:30:06,631] Login - Step 03: Input UserID/ Password texbox
[INFO ] [2022-10-17 14:30:06,922] Login - Step 04: Click to Login button
[INFO ] [2022-10-17 14:30:08,260] Login - Step 05: Verify home page
[INFO ] [2022-10-17 14:30:08,340]  -------------------------- PASSED -------------------------- 
[INFO ] [2022-10-17 14:30:08,345] New Customer - Step 01: Open New Customer Page
[INFO ] [2022-10-17 14:30:08,771] New Customer - Step 02: Verify New Customer Page Display
[INFO ] [2022-10-17 14:30:08,853] New Customer - Step 03: Input to Customer Name text box
[INFO ] [2022-10-17 14:30:09,018] New Customer - Step 04: Input to Gender with male values
[INFO ] [2022-10-17 14:30:09,145] New Customer - Step 05: Input to Date of Birth text box
[INFO ] [2022-10-17 14:30:09,289] New Customer - Step 06: Input to Address area
[INFO ] [2022-10-17 14:30:39,814] Post-Condition - Close browser
[INFO ] [2022-10-17 14:30:39,815] OS name = windows 10
[INFO ] [2022-10-17 14:30:39,815] Driver instance name = chromedriver: chrome on windows (7c0c2376a5b624c63e627c2756100363)
[INFO ] [2022-10-17 14:31:03,753] Pre-Condition - Open browser and navigate to app Url
[INFO ] [2022-10-17 14:31:08,632] Pre-Condition - Step 01: Get Login Page Url
[INFO ] [2022-10-17 14:31:08,638] Pre-Condition - Step 02: Click to 'here' link
[INFO ] [2022-10-17 14:31:10,265] Register - Step 01: Input to Email texbox
[INFO ] [2022-10-17 14:31:10,459] Register - Step 02: Click to Submit button
[INFO ] [2022-10-17 14:31:11,386] Register - Step 03: Get UserID/ Password infomation
[INFO ] [2022-10-17 14:31:11,585] Login - Step 01: Get Login Page Url 
[INFO ] [2022-10-17 14:31:12,504] Login - Step 02: Open Login Page 
[INFO ] [2022-10-17 14:31:12,552]  -------------------------- PASSED -------------------------- 
[INFO ] [2022-10-17 14:31:12,552] Login - Step 03: Input UserID/ Password texbox
[INFO ] [2022-10-17 14:31:12,848] Login - Step 04: Click to Login button
[INFO ] [2022-10-17 14:31:13,878] Login - Step 05: Verify home page
[INFO ] [2022-10-17 14:31:13,948]  -------------------------- PASSED -------------------------- 
[INFO ] [2022-10-17 14:31:13,953] New Customer - Step 01: Open New Customer Page
[INFO ] [2022-10-17 14:31:14,454] New Customer - Step 02: Verify New Customer Page Display
[INFO ] [2022-10-17 14:31:14,533] New Customer - Step 03: Input to Customer Name text box
[INFO ] [2022-10-17 14:31:14,698] New Customer - Step 04: Input to Gender with male values
[INFO ] [2022-10-17 14:31:14,828] New Customer - Step 05: Input to Date of Birth text box
[INFO ] [2022-10-17 14:31:14,985] New Customer - Step 06: Input to Address area
[INFO ] [2022-10-17 14:31:15,133] New Customer - Step 07: Input to City text box
[INFO ] [2022-10-17 14:31:15,269] New Customer - Step 08: Input to State text box
[INFO ] [2022-10-17 14:31:15,426] New Customer - Step 09: Input to PIN text box
[INFO ] [2022-10-17 14:31:15,564] New Customer - Step 10: Input to Phone Number text box
[INFO ] [2022-10-17 14:31:15,708] New Customer - Step 11: Input to Email text box
[INFO ] [2022-10-17 14:31:15,858] New Customer - Step 12: Input to Password text box
[INFO ] [2022-10-17 14:31:16,002] New Customer - Step 13: Click to Submit Button
[INFO ] [2022-10-17 14:31:17,083] New Customer - Step 14: Verify New Customer register success
[INFO ] [2022-10-17 14:31:47,117] Post-Condition - Close browser
[INFO ] [2022-10-17 14:31:47,117] OS name = windows 10
[INFO ] [2022-10-17 14:31:47,118] Driver instance name = chromedriver: chrome on windows (9c12e98a289754660af01efd8b887dd9)
[INFO ] [2022-10-17 14:32:31,438] Pre-Condition - Open browser and navigate to app Url
[INFO ] [2022-10-17 14:32:33,114] Pre-Condition - Open browser and navigate to app Url
[INFO ] [2022-10-17 14:32:37,929] Pre-Condition - Step 01: Get Login Page Url
[INFO ] [2022-10-17 14:32:37,935] Pre-Condition - Step 02: Click to 'here' link
[INFO ] [2022-10-17 14:32:38,995] Pre-Condition - Step 01: Get Login Page Url
[INFO ] [2022-10-17 14:32:39,003] Pre-Condition - Step 02: Click to 'here' link
[INFO ] [2022-10-17 14:32:40,685] Register - Step 01: Input to Email texbox
[INFO ] [2022-10-17 14:32:40,902] Register - Step 02: Click to Submit button
[INFO ] [2022-10-17 14:32:41,758] Register - Step 03: Get UserID/ Password infomation
[INFO ] [2022-10-17 14:32:41,990] Login - Step 01: Get Login Page Url 
[INFO ] [2022-10-17 14:32:42,825] Login - Step 02: Open Login Page 
[INFO ] [2022-10-17 14:32:42,872]  -------------------------- PASSED -------------------------- 
[INFO ] [2022-10-17 14:32:42,872] Login - Step 03: Input UserID/ Password texbox
[INFO ] [2022-10-17 14:32:43,105] Register - Step 01: Input to Email texbox
[INFO ] [2022-10-17 14:32:43,192] Login - Step 04: Click to Login button
[INFO ] [2022-10-17 14:32:43,293] Register - Step 02: Click to Submit button
[INFO ] [2022-10-17 14:32:44,226] Login - Step 05: Verify home page
[INFO ] [2022-10-17 14:32:44,327]  -------------------------- PASSED -------------------------- 
[INFO ] [2022-10-17 14:32:44,335] New Customer - Step 01: Open New Customer Page
[INFO ] [2022-10-17 14:32:44,340] Register - Step 03: Get UserID/ Password infomation
[INFO ] [2022-10-17 14:32:44,554] Login - Step 01: Get Login Page Url 
[INFO ] [2022-10-17 14:32:44,822] New Customer - Step 02: Verify New Customer Page Display
[INFO ] [2022-10-17 14:32:44,910] New Customer - Step 03: Input to Customer Name text box
[INFO ] [2022-10-17 14:32:45,088] New Customer - Step 04: Input to Gender with male values
[INFO ] [2022-10-17 14:32:45,216] New Customer - Step 05: Input to Date of Birth text box
[INFO ] [2022-10-17 14:32:45,389] New Customer - Step 06: Input to Address area
[INFO ] [2022-10-17 14:32:45,564] New Customer - Step 07: Input to City text box
[INFO ] [2022-10-17 14:32:45,733] New Customer - Step 08: Input to State text box
[INFO ] [2022-10-17 14:32:45,919] New Customer - Step 09: Input to PIN text box
[INFO ] [2022-10-17 14:32:46,070] New Customer - Step 10: Input to Phone Number text box
[INFO ] [2022-10-17 14:32:46,078] Login - Step 02: Open Login Page 
[INFO ] [2022-10-17 14:32:46,137]  -------------------------- PASSED -------------------------- 
[INFO ] [2022-10-17 14:32:46,137] Login - Step 03: Input UserID/ Password texbox
[INFO ] [2022-10-17 14:32:46,232] New Customer - Step 11: Input to Email text box
[INFO ] [2022-10-17 14:32:46,416] New Customer - Step 12: Input to Password text box
[INFO ] [2022-10-17 14:32:46,476] Login - Step 04: Click to Login button
[INFO ] [2022-10-17 14:32:46,582] New Customer - Step 13: Click to Submit Button
[INFO ] [2022-10-17 14:32:48,374] Login - Step 05: Verify home page
[INFO ] [2022-10-17 14:32:48,458]  -------------------------- PASSED -------------------------- 
[INFO ] [2022-10-17 14:32:48,466] New Customer - Step 01: Open New Customer Page
[INFO ] [2022-10-17 14:32:48,930] New Customer - Step 02: Verify New Customer Page Display
[INFO ] [2022-10-17 14:32:49,016] New Customer - Step 03: Input to Customer Name text box
[INFO ] [2022-10-17 14:32:49,170] New Customer - Step 04: Input to Gender with male values
[INFO ] [2022-10-17 14:32:49,345] New Customer - Step 14: Verify New Customer register success
[INFO ] [2022-10-17 14:32:49,375] New Customer - Step 05: Input to Date of Birth text box
[INFO ] [2022-10-17 14:32:49,613] New Customer - Step 06: Input to Address area
[INFO ] [2022-10-17 14:32:49,798] New Customer - Step 07: Input to City text box
[INFO ] [2022-10-17 14:32:49,934] New Customer - Step 08: Input to State text box
[INFO ] [2022-10-17 14:32:50,077] New Customer - Step 09: Input to PIN text box
[INFO ] [2022-10-17 14:32:50,230] New Customer - Step 10: Input to Phone Number text box
[INFO ] [2022-10-17 14:32:50,370] New Customer - Step 11: Input to Email text box
[INFO ] [2022-10-17 14:32:50,535] New Customer - Step 12: Input to Password text box
[INFO ] [2022-10-17 14:32:50,684] New Customer - Step 13: Click to Submit Button
[INFO ] [2022-10-17 14:32:52,466] New Customer - Step 14: Verify New Customer register success
[INFO ] [2022-10-17 14:33:19,752] Pre-Condition - Open browser and navigate to app Url
[INFO ] [2022-10-17 14:33:23,764] Pre-Condition - Step 01: Get Login Page Url
[INFO ] [2022-10-17 14:33:23,770] Pre-Condition - Step 02: Click to 'here' link
[INFO ] [2022-10-17 14:33:25,328] Register - Step 01: Input to Email texbox
